SeLoger
Source,Location,URL,Size (m²),Price (€/month),Bedrooms,Date Found,Is it good?
Leboncoin,Antony 92160 Centre-ville,https://www.leboncoin.fr/ad/locations/3217223601,,610,,2026-06-16,
Leboncoin,Antony 92160 Centre-ville,https://www.leboncoin.fr/ad/locations/3210419659,23.0,618,1,2026-06-16,
Leboncoin,Neuilly-sur-Seine 92200 Plaine des Sablons,https://www.leboncoin.fr/ad/locations/3217186044,,669,,2026-06-16,
Leboncoin,Sèvres 92310 Les Bruyères,https://www.leboncoin.fr/ad/locations/3208383392,,515,,2026-06-16,
Leboncoin,Gennevilliers 92230 Chandon - Brenu,https://www.leboncoin.fr/ad/locations/3216646114,,650,,2026-06-16,
Leboncoin,Rueil-Malmaison 92500 Plaine Gare,https://www.leboncoin.fr/ad/locations/3216365929,,625,,2026-06-16,
Leboncoin,Chaville 92370 Doisu,https://www.leboncoin.fr/ad/locations/3216167536,,550,,2026-06-16,
Leboncoin,Villeneuve-la-Garenne 92390 Sud,https://www.leboncoin.fr/ad/locations/3209665734,22.0,608,1,2026-06-16,
Leboncoin,Asnières-sur-Seine 92600 Centre-ville,https://www.leboncoin.fr/ad/locations/3181877663,,600,,2026-06-16,
Leboncoin,Sceaux 92330 Fontenay,https://www.leboncoin.fr/ad/locations/3195880694,,598,,2026-06-16,
Leboncoin,Nanterre 92000 Centre-ville,https://www.leboncoin.fr/ad/locations/3215247166,24.0,675,1,2026-06-16,
Leboncoin,Courbevoie 92400 Bécon,https://www.leboncoin.fr/ad/locations/3215136523,15.0,628,1,2026-06-16,
Leboncoin,Levallois-Perret 92300 Front de Paris,https://www.leboncoin.fr/ad/locations/3215135848,14.0,650,1,2026-06-16,
Leboncoin,Boulogne-Billancourt 92100 Parchamp - Albert Kahn,https://www.leboncoin.fr/ad/locations/3215054399,,690,,2026-06-16,
Leboncoin,Courbevoie 92400 Gambetta - La Défense,https://www.leboncoin.fr/ad/locations/3171757377,18.0,625,1,2026-06-16,
Leboncoin,Colombes 92700 Centre-ville,https://www.leboncoin.fr/ad/locations/3214987411,,600,,2026-06-16,
Leboncoin,Clamart 92140 Trivaux - La Garenne,https://www.leboncoin.fr/ad/locations/3214953982,72.0,510,3,2026-06-16,
Leboncoin,Neuilly-sur-Seine 92200 Plaine des Sablons,https://www.leboncoin.fr/ad/locations/3191348323,,610,,2026-06-16,
Leboncoin,Le Plessis-Robinson 92350 Coteau,https://www.leboncoin.fr/ad/locations/3214358024,,550,,2026-06-16,
Leboncoin,Antony 92160 Croix de Berny,https://www.leboncoin.fr/ad/locations/3214098218,,520,,2026-06-16,
Leboncoin,Colombes 92700 Fossés Jean Bouvier,https://www.leboncoin.fr/ad/locations/3213950379,15.0,650,1,2026-06-16,
Leboncoin,Neuilly-sur-Seine 92200 Plaine des Sablons,https://www.leboncoin.fr/ad/locations/3213903205,,590,,2026-06-16,
Leboncoin,Boulogne-Billancourt 92100 Billancourt - Rives de Seine,https://www.leboncoin.fr/ad/locations/3213193311,,650,,2026-06-16,
Leboncoin,Nanterre 92000 Chemin de l'île,https://www.leboncoin.fr/ad/locations/3213133890,,550,,2026-06-16,
Leboncoin,Neuilly-sur-Seine 92200 Parc de Neuilly,https://www.leboncoin.fr/ad/locations/3212998186,,700,,2026-06-16,
Leboncoin,Bagneux 92220 Schweitzer - Barbanson - Paul Vaillant Couturier,https://www.leboncoin.fr/ad/locations/3173662927,,540,,2026-06-16,
Leboncoin,Montrouge 92120 Porte d'Orleans,https://www.leboncoin.fr/ad/locations/3212815216,14.0,650,1,2026-06-16,
Leboncoin,Meudon 92190 Val Fleury,https://www.leboncoin.fr/ad/locations/3212803444,17.0,655,1,2026-06-16,
Leboncoin,Nanterre 92000 Proche Charles de Gaulle,https://www.leboncoin.fr/ad/locations/3214400376,,690,,2026-06-16,
Leboncoin,Colombes 92700 Charles de Gaulle,https://www.leboncoin.fr/ad/locations/3212209657,60.0,450,2,2026-06-16,
Leboncoin,Vanves 92170 Centre Saint-Rémy,https://www.leboncoin.fr/ad/locations/3212477225,,480,,2026-06-16,
Leboncoin,Vaucresson 92420,https://www.leboncoin.fr/ad/locations/3211994364,20.0,620,1,2026-06-16,
Leboncoin,Châtillon 92320 Savoie - Brossolette,https://www.leboncoin.fr/ad/locations/3211935581,,600,,2026-06-16,
Leboncoin,Issy-les-Moulineaux 92130 La Ferme,https://www.leboncoin.fr/ad/locations/3211797311,15.0,500,1,2026-06-16,
Leboncoin,Neuilly-sur-Seine 92200 Saint-James - Madrid,https://www.leboncoin.fr/ad/locations/3193386354,,600,,2026-06-16,
Leboncoin,Courbevoie 92400 Hôtel de ville,https://www.leboncoin.fr/ad/locations/3211512602,15.0,690,1,2026-06-16,
Leboncoin,Châtenay-Malabry 92290 Justice,https://www.leboncoin.fr/ad/locations/3210381237,20.0,700,1,2026-06-16,
Leboncoin,Antony 92160 Centre-ville,https://www.leboncoin.fr/ad/locations/3214357000,14.0,700,1,2026-06-16,
Leboncoin,Antony 92160 Beau Vallon,https://www.leboncoin.fr/ad/locations/3204139552,15.0,680,1,2026-06-16,
Leboncoin,Nanterre 92000 Chemin de l'île,https://www.leboncoin.fr/ad/locations/3200983481,13.0,660,1,2026-06-16,
Leboncoin,Issy-les-Moulineaux 92130 La Ferme,https://www.leboncoin.fr/ad/locations/3200902774,15.0,700,1,2026-06-16,
Leboncoin,Antony 92160 Croix de Berny,https://www.leboncoin.fr/ad/locations/3183075865,25.0,700,2,2026-06-16,
Leboncoin,Malakoff 92240 Clos Montholon - MJQ Henri Barbusse,https://www.leboncoin.fr/ad/locations/3182684520,65.0,550,5,2026-06-16,
Leboncoin,Fontenay-aux-Roses 92260 Centre-ville - Parc,https://www.leboncoin.fr/ad/locations/3182387319,50.0,500,2,2026-06-16,

